Copyright 1986-2018 Xilinx, Inc. All Rights Reserved.
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2018.3 (lin64) Build 2405991 Thu Dec  6 23:36:41 MST 2018
| Date         : Mon Dec  5 06:00:18 2022
| Host         : ubuntu running 64-bit Ubuntu 16.04.7 LTS
| Command      : report_high_fanout_nets -file /home/wxrqw/rocket/freedom-configsty/builds/vc707-u500devkit/obj/report/fanout.txt -timing -load_types -max_nets 25
| Design       : VC707PCIeShell
| Device       : xc7vx485t
-------------------------------------------------------------------------------------------------------------------------------------------------------------------

High Fan-out Nets Information

1. LoadTypewise Fanout Summary
------------------------------

+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------+-------------+-----------------+-----------------+-----------------------------+-----------------------------+-----------------------------+-----------------------------+
|                                                                                                                                                                                                            |        |             |                 |                 |         Clock Enable        |          Set/Reset          |         Data & Other        |            Clock            |
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------+-------------+-----------------+-----------------+-------+----+----------------+-------+----+----------------+-------+----+----------------+-------+----+----------------+
| Net Name                                                                                                                                                                                                   | Fanout | Driver Type | Worst Slack(ns) | Worst Delay(ns) | Slice | IO | BRAM/DSP/OTHER | Slice | IO | BRAM/DSP/OTHER | Slice | IO | BRAM/DSP/OTHER | Slice | IO | BRAM/DSP/OTHER |
| topDesign/topMod/mig/island/blackbox/u_vc707mig1gb_mig/u_memc_ui_top_axi/u_ui_top/ui_wr_data0/write_buffer.wr_buffer_ram[0].RAM32M0_i_10_n_0                                                               |    768 | LUT4        |           1.110 |           1.384 |     0 |  0 |              0 |     0 |  0 |              0 |   768 |  0 |              0 |     0 |  0 |              0 |
| topDesign/topMod/mig/island/blackbox/u_vc707mig1gb_mig/u_memc_ui_top_axi/u_ui_top/ui_wr_data0/write_buffer.wr_buffer_ram[0].RAM32M0_i_11_n_0                                                               |    768 | LUT4        |           1.060 |           1.491 |     0 |  0 |              0 |     0 |  0 |              0 |   768 |  0 |              0 |     0 |  0 |              0 |
| topDesign/topMod/mig/island/blackbox/u_vc707mig1gb_mig/u_memc_ui_top_axi/u_ui_top/ui_wr_data0/write_buffer.wr_buffer_ram[0].RAM32M0_i_12_n_0                                                               |    768 | LUT5        |           1.043 |           2.624 |     0 |  0 |              0 |     0 |  0 |              0 |   768 |  0 |              0 |     0 |  0 |              0 |
| topDesign/topMod/mig/island/blackbox/u_vc707mig1gb_mig/u_memc_ui_top_axi/u_ui_top/ui_wr_data0/write_buffer.wr_buffer_ram[0].RAM32M0_i_8_n_0                                                                |    768 | LUT4        |           1.155 |           1.164 |     0 |  0 |              0 |     0 |  0 |              0 |   768 |  0 |              0 |     0 |  0 |              0 |
| topDesign/topMod/mig/island/blackbox/u_vc707mig1gb_mig/u_memc_ui_top_axi/u_ui_top/ui_wr_data0/write_buffer.wr_buffer_ram[0].RAM32M0_i_9_n_0                                                                |    768 | LUT4        |           1.294 |           1.169 |     0 |  0 |              0 |     0 |  0 |              0 |   768 |  0 |              0 |     0 |  0 |              0 |
| topDesign/topMod/tile/accumulator/co_core/_GEN_6047[2]                                                                                                                                                     |    691 | RAMB36E1    |           5.312 |           5.086 |     0 |  0 |              0 |     0 |  0 |              0 |   691 |  0 |              0 |     0 |  0 |              0 |
| topDesign/topMod/mig/island/blackbox/u_vc707mig1gb_mig/u_memc_ui_top_axi/mem_intfc0/mc0/col_mach0/read_fifo.fifo_out_data_r_reg[7]_0[1]                                                                    |    690 | FDRE        |           1.676 |           2.414 |     0 |  0 |              0 |     0 |  0 |              0 |   690 |  0 |              0 |     0 |  0 |              0 |
| topDesign/topMod/mig/island/blackbox/u_vc707mig1gb_mig/u_memc_ui_top_axi/mem_intfc0/mc0/col_mach0/read_fifo.fifo_out_data_r_reg[7]_0[2]                                                                    |    690 | FDRE        |           1.776 |           2.812 |     0 |  0 |              0 |     0 |  0 |              0 |   690 |  0 |              0 |     0 |  0 |              0 |
| topDesign/topMod/mig/island/blackbox/u_vc707mig1gb_mig/u_memc_ui_top_axi/mem_intfc0/mc0/col_mach0/read_fifo.fifo_out_data_r_reg[7]_0[3]                                                                    |    690 | FDRE        |           1.740 |           2.563 |     0 |  0 |              0 |     0 |  0 |              0 |   690 |  0 |              0 |     0 |  0 |              0 |
| topDesign/topMod/mig/island/blackbox/u_vc707mig1gb_mig/u_memc_ui_top_axi/mem_intfc0/mc0/col_mach0/read_fifo.fifo_out_data_r_reg[7]_0[4]                                                                    |    690 | FDRE        |           1.755 |           2.760 |     0 |  0 |              0 |     0 |  0 |              0 |   690 |  0 |              0 |     0 |  0 |              0 |
| topDesign/topMod/mig/island/blackbox/u_vc707mig1gb_mig/u_memc_ui_top_axi/mem_intfc0/mc0/col_mach0/read_fifo.fifo_out_data_r_reg[7]_0[5]                                                                    |    690 | FDRE        |           1.247 |           3.198 |     0 |  0 |              0 |     0 |  0 |              0 |   690 |  0 |              0 |     0 |  0 |              0 |
| topDesign/topMod/mig/island/blackbox/u_vc707mig1gb_mig/u_memc_ui_top_axi/mem_intfc0/ddr_phy_top0/u_ddr_calib_top/u_ddr_phy_init/rd_buf_indx.ram_init_done_r_lcl_reg                                        |    689 | LUT2        |           0.770 |           0.725 |   688 |  0 |              0 |     0 |  0 |              0 |     1 |  0 |              0 |     0 |  0 |              0 |
| topDesign/topMod/tile/accumulator/co_core/_T_1248                                                                                                                                                          |    651 | RAMB36E1    |           6.486 |           5.811 |     0 |  0 |              0 |     0 |  0 |              0 |   651 |  0 |              0 |     0 |  0 |              0 |
| topDesign/topMod/mig/island/blackbox/u_vc707mig1gb_mig/u_memc_ui_top_axi/u_axi_mc/USE_UPSIZER.upsizer_d2/USE_WRITE.write_data_inst/USE_FPGA_WORD_COMPLETED.word_complete_next_wrap_last_inst/sync_0_reg[0] |    628 | LUT2        |           0.675 |           0.933 |     0 |  0 |              0 |     0 |  0 |              0 |   628 |  0 |              0 |     0 |  0 |              0 |
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------+-------------+-----------------+-----------------+-------+----+----------------+-------+----+----------------+-------+----+----------------+-------+----+----------------+


